condition,clicked,framing_gain,framing_loss,framing_neutral,urgency_noturgent,urgency_urgent
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,1,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-urgent,0,True,False,False,False,True
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,1,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
gain-noturgent,0,True,False,False,True,False
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,1,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
neutral-urgent,0,False,False,True,False,True
